ID,Name,Updated Name,,Age,Updated Age,Email,Updated Email,Join Date,Updated Join Date,Salary,Updated Salary,Department,Updated Department
99cc4d76-0d87-45ee-9de7-384e54c5ffb9,Amber Garcia,Amber Garcia,Amber Garcia,59,59,matthewvazquezhotmail.com,invalid@example.com,2020-02-07,2020-02-07,,89241.00000,Engineering,Engineering
31f74cb1-8ed7-464a-9014-5b833cf9e5db,Trevor Smith,Trevor Smith,Trevor Smith,30,30,robertflowers@diaz.biz,robertflowers@diaz.biz,,2022-03-31,133390,133390.00000,MarketingR,Marketing
754d31ea-7749-4d29-b0f1-a8fb908d541c,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
5baa38a4-b8e6-4418-9d94-3a43be18a74e,Mark Smith,Mark Smith,Mark Smith,64,64,rodney86fisher.com,invalid@example.com,,2022-03-31,,89241.00000,SalesX,Sales
e5381075-e75b-4b1d-b571-e52dab20dfae,John Weeks,John Weeks,John Weeks,87,87,trobertsongmail.com,invalid@example.com,2022-06-13,2022-06-13,36554,36554.00000,Marketing,Marketing
99ad138f-12af-4f08-a892-cf94f84f6feb,Jamie Valdez,Jamie Valdez,Jamie Valdez,73,73,coopermichellefranklin.com,invalid@example.com,2021-06-18,2021-06-18,,89241.00000,Sales,Sales
ace748f5-03e6-4187-8a02-c81906eb9667,,Unknown,Unknown,18,18,jeremyarmstrong@hotmail.com,None,,2022-03-31,35900,35900.00000,Engineering,Engineering
6f5313d3-eeb9-4acb-bd8a-47797d747c5a,Ryan DanielsTV,Ryan Danielstv,Ryan Danielstv,35,35,hward@yahoo.com,None,2023-01-14,2023-01-14,108317,108317.00000,Salesw,Sales
3fc48575-3616-4fa9-a554-610f92c8c681,Veronica Schmidt,Veronica Schmidt,Veronica Schmidt,40,40,steven75@yahoo.com,None,2020-03-13,2020-03-13,65482,65482.00000,Engineering,Engineering
de98cc3c-0802-4824-929f-73eee22aa40b,Richard Brooks,Richard Brooks,Richard Brooks,56,56,lukewalker@gmail.com,None,1997-04-11,1997-04-11,116303,116303.00000,Sales,Sales
0bb8f303-5515-429e-a05a-7c9ee675a50b,Cesar Morrison,Cesar Morrison,Cesar Morrison,72,72,lisa58@gmail.com,None,2020-06-14,2020-06-14,162857.7679,162857.76794,HR,HR
a3f0fd46-f9c7-4f3f-8223-49e50033254a,Sandra Young,Sandra Young,Sandra Young,76,76,williamsummers@hotmail.com,None,2021-06-30,2021-06-30,54014,54014.00000,SalesK,Sales
9aa93a07-4dac-4c44-bdde-0424c118041f,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
5cf2e1ee-cf23-4d2f-a136-2602279af7f0,Dawn Tucker,Dawn Tucker,Dawn Tucker,86,86,peterskarenstafford.net,invalid@example.com,2019-12-15,2019-12-15,118182.8611,118182.86111,Engineering,Engineering
3a6b1096-f7a7-4901-a31a-9db676895801,Kayla Carpenter,Kayla Carpenter,Kayla Carpenter,61,61,dcooper@adams.net,dcooper@adams.net,2021-06-08,2021-06-08,82857.39804,82857.39804,Engineering,Engineering
fdffe261-41c3-49bd-8343-c55c22ed6934,Laura Douglas,Laura Douglas,Laura Douglas,38,38,rebecca26@long-gray.org,rebecca26@long-gray.org,2023-01-15,2023-01-15,63299,63299.00000,MarketingU,Marketing
507c693e-8fa6-4583-82f8-8eae20d66be7,Evan Martinezimportant,Evan Martinezimportant,Evan Martinezimportant,34,34,tanyaglass@yahoo.com,None,2017-01-01,2017-01-01,150059.399,150059.39895,Sales,Sales
46a21acd-2b80-465b-86ca-0ccc90deb565,William Avila,William Avila,William Avila,77,77,kevin62smith.info,invalid@example.com,2022-11-30,2022-11-30,118575,118575.00000,Salesi,Sales
0912b431-ec7b-4b0b-ac5f-252ffdbd8789,Kathleen Pitts,Kathleen Pitts,Kathleen Pitts,81,81,hgarciajackson.info,invalid@example.com,2019-02-04,2019-02-04,114940,114940.00000,HRa,HR
6acc5bba-ee93-45b8-aa59-a75e1038c784,Alice Lewis,Alice Lewis,Alice Lewis,20,20,juansalinas@hotmail.com,None,2020-11-16,2020-11-16,163203.6476,163203.64762,HR,HR
1c2d3667-0238-4ee0-a332-5e17cf862e30,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
08a2c469-4d0a-4474-9adc-b080966e2130,Richard Collins,Richard Collins,Richard Collins,68,68,michaelhernandez@lee.com,michaelhernandez@lee.com,2021-05-12,2021-05-12,65728,65728.00000,,Support
e66a542d-900a-48b1-8558-38d51c9953b4,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
f9d66dd9-4481-447b-9218-e280165ca091,John Bailey,John Bailey,John Bailey,69,69,robbinsfelicia@nelson.com,robbinsfelicia@nelson.com,2020-09-30,2020-09-30,39784,39784.00000,Support,Support
b7e13183-a09a-40fa-a401-51f278428372,Joshua Harmonview,Joshua Harmonview,Joshua Harmonview,59,59,smithrichard@yahoo.com,None,2020-03-13,2020-03-13,,89241.00000,HR,HR
fe87e560-dff6-4299-9136-216b4b918d83,Angela Waller,Angela Waller,Angela Waller,82,82,simontoni@gmail.com,None,2022-10-22,2022-10-22,80113,80113.00000,,Support
cb4346e0-18d5-46f8-a837-3b81b42e12e5,Joseph Calderon,Joseph Calderon,Joseph Calderon,79,79,william65yahoo.com,invalid@example.com,2022-05-03,2022-05-03,45885,45885.00000,,Support
49dbec08-eb63-466c-931d-94da6aac2298,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
63c27bce-1226-4ac7-9990-1e66fb6d8229,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
85fd1b76-fa4c-4b27-916b-69a68efd2f3c,Jason Stephens,Jason Stephens,Jason Stephens,54,54,parksandrea@brown.biz,parksandrea@brown.biz,2014-11-19,2014-11-19,40452.5485,40452.54850,Marketing,Marketing
df41a247-01e4-48cb-a3a5-d4bd991e51c5,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
f006e033-2187-4e91-b7ba-34f5e43c4358,Jessica Evans,Jessica Evans,Jessica Evans,86,86,mark30@graham-carter.org,mark30@graham-carter.org,2020-04-15,2020-04-15,63661,63661.00000,HR,HR
578f8393-ec71-4cdb-a892-d062e9446811,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
adaf3575-fd70-4249-893f-13e935530282,Kimberly Page,Kimberly Page,Kimberly Page,71,71,kruegerchristopher@hotmail.com,None,,2022-03-31,123114,123114.00000,HR,HR
cf9a09bc-4b38-4c30-8978-96a57f181c55,,Unknown,Unknown,25,25,chelseacardenashampton.org,invalid@example.com,2020-11-15,2020-11-15,70299,70299.00000,SalesG,Sales
6e50ff2b-ee84-4ba1-adc1-88aced745fff,Mrs. Sheri Duffyparty,Mrs. Sheri Duffyparty,Sheri Duffyparty,38,38,woodmadison@rice.com,woodmadison@rice.com,2023-05-06,2023-05-06,93430,93430.00000,Marketing,Marketing
bbdfccce-f4e9-4f9d-ae8f-c4231ec75a3f,,Unknown,Unknown,90,90,brianchavezyahoo.com,invalid@example.com,,2022-03-31,62247,62247.00000,HR,HR
1c304683-0aac-4818-9b53-21a1b4c3d89c,Sydney Robinson,Sydney Robinson,Sydney Robinson,81,81,Logan Daniels,invalid@example.com,2022-03-21,2022-03-21,133050,133050.00000,Engineering,Engineering
cfd80c1c-5a2a-47d3-9c4f-a8dbe7e1b836,Carmen Green,Carmen Green,Carmen Green,87,87,evargasgmail.com,invalid@example.com,,2022-03-31,120746,120746.00000,Support,Support
e2cbf80a-9c8b-4e6e-ae47-7759704bb8db,John Hurst,John Hurst,John Hurst,62,62,griffinbriansingleton.net,invalid@example.com,2024-02-18,2024-02-18,,89241.00000,HR,HR
15e6fea9-c33c-4a4c-b9cb-0a9653e0f448,Dennis Martindoor,Dennis Martindoor,Dennis Martindoor,86,86,davidsonamber@yahoo.com,None,2020-06-19,2020-06-19,92158,92158.00000,Sales,Sales
78e61c19-2696-4529-93df-84694e0cdbb8,Robert Peterson,Robert Peterson,Robert Peterson,63,63,patricia32@hotmail.com,None,2011-07-20,2011-07-20,133039,133039.00000,Supporty,Support
80237f3b-1b5e-4e0e-b6dc-03f7f7ce7207,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
ca130e73-2fc6-4c24-aaaa-3b08038f2666,Allison Mcknighttrip,Allison Mcknighttrip,Allison Mcknighttrip,90,90,hsmith@munoz-snyder.com,hsmith@munoz-snyder.com,2022-12-24,2022-12-24,105919.6581,105919.65806,HR,HR
fe1793f4-1f96-46df-91eb-464afc0fe31d,Miguel Wilcox,Miguel Wilcox,Miguel Wilcox,,54,caitlin05@hotmail.com,None,1971-12-09,1971-12-09,74013,74013.00000,Sales,Sales
1de0420a-7817-4810-824b-86c8d58ef4e0,Richard Estrada,Richard Estrada,Richard Estrada,87,87,sharpanthony@lawson.com,sharpanthony@lawson.com,2019-05-30,2019-05-30,140711,140711.00000,HR,HR
ee302c6d-5164-4b86-bad1-b9624b44c130,Mr. Larry Mcpherson,Mr. Larry Mcpherson,Larry Mcpherson,23,23,austingillespie@gould-chapman.com,austingillespie@gould-chapman.com,1972-05-17,1972-05-17,75391,75391.00000,HR,HR
0c59ca7f-9dc1-4f18-9245-e31c63c54dae,Tracy Lawson,Tracy Lawson,Tracy Lawson,82,82,hodgecoreyyahoo.com,invalid@example.com,2002-04-23,2002-04-23,59961,59961.00000,Sales,Sales
38bb28ae-17e3-4b98-8520-affd806f16a7,Michael Gonzalez,Michael Gonzalez,Michael Gonzalez,,54,uphelps@gmail.com,None,,2022-03-31,55674,55674.00000,,Support
994122b1-32e0-4220-83bc-d72267847a23,Richard Brown,Richard Brown,Richard Brown,45,45,erin29@garza.net,erin29@garza.net,1979-04-04,1979-04-04,90216,90216.00000,Marketing,Marketing
13b7fc63-a1a8-4a16-88bf-b78428ef682c,Michael Sellers,Michael Sellers,Michael Sellers,77,77,rileyellenthomas.biz,invalid@example.com,2020-07-27,2020-07-27,121189,121189.00000,Marketing,Marketing
aa504a57-f7dd-4603-8dd7-f846898585ea,Rebecca Potter,Rebecca Potter,Rebecca Potter,71,71,derek90ryan.com,invalid@example.com,2024-03-02,2024-03-02,70724,70724.00000,SalesN,Sales
bc03dd30-8836-4161-a3a0-140ab79ead86,William Jonesin,William Jonesin,William Jonesin,,54,perkinsscott@hotmail.com,None,1991-08-16,1991-08-16,42081,42081.00000,Sales,Sales
f5ce3cdb-6628-45c8-98db-5f06c22fbcee,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
17412c94-b433-473a-a63a-20e269e2f283,Angela Campbell,Angela Campbell,Angela Campbell,63,63,mcgrathryanyahoo.com,invalid@example.com,2020-01-27,2020-01-27,61898,61898.00000,Engineering,Engineering
6b64fb02-1d5d-4634-9d1d-d2c718031c33,Jeffrey Crosby,Jeffrey Crosby,Jeffrey Crosby,23,23,patricia22@mccann.org,patricia22@mccann.org,,2022-03-31,90766.67156,90766.67156,Support,Support
4749815f-7b8a-4199-8db7-0c26e0ad70f5,Alexis Cunningham,Alexis Cunningham,Alexis Cunningham,42,42,timothy35@gmail.com,None,1988-01-02,1988-01-02,128133,128133.00000,Marketinge,Marketing
badf2575-e344-45dc-b9a7-75ef8efdf52f,Michelle Maldonado,Michelle Maldonado,Michelle Maldonado,49,49,kcollier@yahoo.com,None,2022-04-24,2022-04-24,146516,146516.00000,MarketingR,Marketing
830d0162-f4e3-47b2-9838-0199ff6a419e,Eric Campbell,Eric Campbell,Eric Campbell,88,88,millerjustinmason.com,invalid@example.com,2024-06-02,2024-06-02,124752,124752.00000,,Support
3c2bf634-c5ba-49db-af16-632ec072cc63,Tom Wade,Tom Wade,Tom Wade,71,71,lawrence69@ford-melton.com,lawrence69@ford-melton.com,2020-09-15,2020-09-15,,89241.00000,Engineering,Engineering
ffc4a5a6-7ab4-46fb-a876-ea396ab9c241,Ryan Ward,Ryan Ward,Ryan Ward,81,81,jduffygmail.com,invalid@example.com,1985-04-29,1985-04-29,108748,108748.00000,Support,Support
1759df8c-3f9b-4963-854f-c9023b076b3b,Karen Chase,Karen Chase,Karen Chase,44,44,daniel56@hotmail.com,None,2020-11-07,2020-11-07,122501.3031,122501.30314,Support,Support
7edc8e0d-ef5f-4bed-88e3-f4c696dc318d,Mrs. Betty Robinsonmission,Mrs. Betty Robinsonmission,Betty Robinsonmission,50,50,ecollier@long.com,ecollier@long.com,2024-01-14,2024-01-14,145538,145538.00000,Support,Support
00bbcbdf-b232-4eaf-bbd5-19abc9bac992,Jeffrey Jackson,Jeffrey Jackson,Jeffrey Jackson,40,40,glucas@hotmail.com,None,,2022-03-31,33381,33381.00000,HR,HR
4b928463-0c4e-4923-8970-a9de2df2a8d4,Haley Montoyapolicy,Haley Montoyapolicy,Haley Montoyapolicy,74,74,mark45@gmail.com,None,2023-04-16,2023-04-16,89801,89801.00000,Marketing,Marketing
7e42205f-ddff-4db1-adb4-b7dba3e24027,,Unknown,Unknown,28,28,qsimpson@cherry-russell.com,qsimpson@cherry-russell.com,2021-11-27,2021-11-27,106847,106847.00000,Marketing,Marketing
a0a23a98-3edc-4895-a751-699f15f1d590,Christopher Lin,Christopher Lin,Christopher Lin,33,33,Andrew Mason,invalid@example.com,2021-12-23,2021-12-23,111440,111440.00000,Support,Support
3ea567c5-3cc7-400b-8977-eb15216a8ffd,Keith Powell,Keith Powell,Keith Powell,64,64,qmarquez@smith.com,qmarquez@smith.com,,2022-03-31,109674,109674.00000,Marketing,Marketing
93a7c6f0-3944-48f0-b286-05e7e92e549a,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
8bfbae3a-81de-4658-9fcf-1522a4ffb162,Steven Kirby,Steven Kirby,Steven Kirby,49,49,barkerdavid@watson.org,barkerdavid@watson.org,2020-01-19,2020-01-19,63896.10248,63896.10248,HR,HR
59207561-409c-4c61-8ea7-bd8430d40ab3,Marie Orr,Marie Orr,Marie Orr,37,37,Daniel Payne,invalid@example.com,2021-04-08,2021-04-08,126823.1754,126823.17535,Sales,Sales
42ac8e8f-3ab9-4e48-b45a-e60b40962f4b,Nicholas May,Nicholas May,Nicholas May,58,58,morgan64@andersen-smith.com,morgan64@andersen-smith.com,2023-09-12,2023-09-12,110362,110362.00000,Marketing,Marketing
d175c267-bd0e-4a2d-8c59-188baa54f58d,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
aa7240e2-1d63-4956-9df5-141ad62ef136,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
4b0d0bbb-734b-411e-8dd8-309fa4950517,Nathan Wong,Nathan Wong,Nathan Wong,55,55,richard48@jones-gordon.com,richard48@jones-gordon.com,2016-02-07,2016-02-07,,89241.00000,Marketingv,Marketing
2295d7bc-a44c-49c2-bdf5-c58f871f9020,Gregory Schmidt,Gregory Schmidt,Gregory Schmidt,70,70,jamesdavis@yahoo.com,None,2000-10-02,2000-10-02,93321,93321.00000,HRv,HR
28e57f7d-5d14-4d7c-bcdf-af7b8425ed23,,Unknown,Unknown,77,77,charlesbenitez@yahoo.com,None,2023-06-01,2023-06-01,75704,75704.00000,,Support
280bef03-b76c-40c9-ab35-cef5d79a669c,,Unknown,Unknown,38,38,Taylor Hampton,invalid@example.com,,2022-03-31,148135.1785,148135.17845,Support,Support
f145433c-5d4e-46ec-b4b7-11741e081c93,Kaitlin Bradymanagement,Kaitlin Bradymanagement,Kaitlin Bradymanagement,41,41,peggyweaver@yahoo.com,None,2007-06-15,2007-06-15,95834,95834.00000,,Support
de8a7c3c-42a1-4c32-b5f4-af3ffedff607,Jeffrey Bowers,Jeffrey Bowers,Jeffrey Bowers,80,80,eringonzalezli.com,invalid@example.com,2021-12-05,2021-12-05,139007,139007.00000,Engineering,Engineering
edb34b86-369f-4cd2-b4c8-dc2c6eb0ffc5,Stacy Cruz,Stacy Cruz,Stacy Cruz,36,36,williampearson@snyder.com,williampearson@snyder.com,2020-02-11,2020-02-11,118523.3803,118523.38028,Marketing,Marketing
f0e3f1b7-e05a-405c-9b37-11b60fdf9911,Kevin Fowler,Kevin Fowler,Kevin Fowler,38,38,jroberts@davis.com,jroberts@davis.com,2022-07-09,2022-07-09,141610,141610.00000,HR,HR
a27873a7-6815-4b06-848f-acd2f2f7d765,Sydney Cox,Sydney Cox,Sydney Cox,29,29,joshua07@santiago-salazar.net,joshua07@santiago-salazar.net,2020-08-08,2020-08-08,79981,79981.00000,HR,HR
27e4a597-b018-4f5d-85fa-e0bb0b016a9c,Christopher King,Christopher King,Christopher King,28,28,jodonnell@hotmail.com,None,1995-11-08,1995-11-08,56554.37794,56554.37794,SalesM,Sales
6643a04b-800d-434d-a3e8-49e47cd85aeb,Laura Proctor,Laura Proctor,Laura Proctor,61,61,jasminejonesgmail.com,invalid@example.com,1988-12-29,1988-12-29,54915.20146,54915.20146,Engineering,Engineering
dcb5f899-d8cb-4598-a62a-10662b75cec9,Heather Taylor,Heather Taylor,Heather Taylor,40,40,michaelmunoz@dyer.org,michaelmunoz@dyer.org,2020-04-16,2020-04-16,36044.61929,36044.61929,EngineeringL,Engineering
d376ac20-7988-45a7-8bd9-079ac784e83b,Ricky Rosalesgun,Ricky Rosalesgun,Ricky Rosalesgun,37,37,gguzman@gmail.com,None,1996-12-19,1996-12-19,118687,118687.00000,MarketingQ,Marketing
8e1a2ece-f33d-4ca5-aa51-38493e11c166,George Grant,George Grant,George Grant,50,50,rodriguezsean@hotmail.com,None,2023-10-15,2023-10-15,118357,118357.00000,Support,Support
202f2ff5-f1ce-4fe9-baa0-cbbe47f93819,Tracy Sharp,Tracy Sharp,Tracy Sharp,45,45,afoxhotmail.com,invalid@example.com,2020-09-28,2020-09-28,90263,90263.00000,Support,Support
18991355-b214-44c8-9228-1fe4dac65ddb,Aaron Coffey,Aaron Coffey,Aaron Coffey,,54,fbright@yahoo.com,None,2021-01-24,2021-01-24,113645,113645.00000,HR,HR
3bbf5cda-f42b-49ce-adb8-e8af796b5448,Sierra Walshyet,Sierra Walshyet,Sierra Walshyet,21,21,pjohnsonhotmail.com,invalid@example.com,2021-06-11,2021-06-11,146903,146903.00000,HR,HR
b67ab588-f67e-4a4d-9bff-e7405e3e4066,Angela Millerperformance,Angela Millerperformance,Angela Millerperformance,32,32,osmith@kim.net,osmith@kim.net,,2022-03-31,134430,134430.00000,Support,Support
15ec5a25-eb6a-4a10-aee9-003524d8372d,Zachary Jones,Zachary Jones,Zachary Jones,60,60,idavis@gmail.com,None,2019-11-03,2019-11-03,98733,98733.00000,Support,Support
d2fde046-c5d8-427a-b311-5c3afe5d7f53,,Unknown,Unknown,,54,,invalid@example.com,,2022-03-31,,89241.00000,,Support
8da4b611-0237-4b52-87a6-26b3a6773002,Neil Moore,Neil Moore,Neil Moore,,54,wrightchristopherbenson.net,invalid@example.com,2022-03-25,2022-03-25,98559,98559.00000,Sales,Sales
9534dfd4-dc71-4d4b-a864-2495a1a2669a,Becky Davis,Becky Davis,Becky Davis,74,74,evanscherylgmail.com,invalid@example.com,2021-04-27,2021-04-27,146992,146992.00000,Marketing,Marketing
3e080d1a-093e-43c6-b225-2d0b3a68b03c,Christopher Castillogrow,Christopher Castillogrow,Christopher Castillogrow,69,69,davisjeffrey@hotmail.com,None,2020-02-14,2020-02-14,110767,110767.00000,HRs,HR
a9d81df4-d24a-4850-a6b3-4fd8240d7866,Jessica Davis,Jessica Davis,Jessica Davis,30,30,doylebradley@yahoo.com,None,2020-01-09,2020-01-09,50850,50850.00000,Engineering,Engineering
8af34568-9355-4c91-a6a4-0a31cf48bf9e,Carla Harper,Carla Harper,Carla Harper,25,25,Samuel Davis,invalid@example.com,2023-06-26,2023-06-26,66920,66920.00000,Marketing,Marketing
0f9575c3-8bc1-4111-b43d-d2bf9830e3e8,Renee Simsrecognize,Renee Simsrecognize,Renee Simsrecognize,46,46,floresbradley@gmail.com,None,2022-04-22,2022-04-22,43178.72712,43178.72712,Sales,Sales
b9d595a2-f162-4ae0-abbd-42b6a7d9adc9,Antonio Davenport,Antonio Davenport,Antonio Davenport,80,80,Kathleen Richards,invalid@example.com,1991-09-07,1991-09-07,90267,90267.00000,HR,HR
fbc0f711-e883-41cf-904f-3c3a7083391d,,Unknown,Unknown,90,90,cervantesmaxhotmail.com,invalid@example.com,2020-02-13,2020-02-13,51315.28476,51315.28476,SalesW,Sales
bda24aff-8bd8-41a1-8060-8e8d1b72655f,,Unknown,Unknown,51,51,Derrick Nguyen,invalid@example.com,2020-12-17,2020-12-17,,89241.00000,,Support
77db1219-dddb-421a-86c9-19683a041c8d,Emily Gregory,Emily Gregory,Emily Gregory,83,83,russelldalton@gmail.com,None,2021-05-20,2021-05-20,35080,35080.00000,Sales,Sales
3b49a4f4-6355-4072-8ccb-c09941effbe1,Michael Allen,Michael Allen,Michael Allen,57,57,brettrasmussen@powell-jordan.com,brettrasmussen@powell-jordan.com,2022-08-25,2022-08-25,145740,145740.00000,HR,HR
9c22484b-485b-44d7-940f-96d5c231ec83,David Walker,David Walker,David Walker,73,73,Jennifer Miller,invalid@example.com,2023-09-10,2023-09-10,91020,91020.00000,Support,Support
db093611-00f4-418f-ac40-ebb3bef915c8,Glenn Glover,Glenn Glover,Glenn Glover,56,56,christopher08@gmail.com,None,2020-09-09,2020-09-09,123133.8578,123133.85782,Marketing,Marketing
083e2ca2-af18-4867-9468-abe378c743db,Matthew Orr,Matthew Orr,Matthew Orr,31,31,stacywright@gmail.com,None,1980-09-11,1980-09-11,43270,43270.00000,Engineering,Engineering
d50afdb7-6ff1-4e39-88e3-bbabb1462153,,Unknown,Unknown,39,39,mchanghamilton-salazar.org,invalid@example.com,,2022-03-31,121717,121717.00000,Marketing,Marketing
